"cset_id","company_name","country","website","region","stage","ai_pubs_since_2010","ai_pubs_in_top_conf_since_2010","ai_patents_since_2010","ai_pubs_since_2010_rank","ai_pubs_in_top_conf_since_2010_rank","ai_patents_since_2010_rank","market","crunchbase_uuid","crunchbase_url","aliases","grid_ids","permids","parents","included_subsidiaries","excluded_subsidiaries"
"","Razor Labs","Israel","https://www.razor-labs.com/","Asia","Unknown","0","0","0","704","273","565","","c7364d3f-f76d-4672-b589-173f95c1b44d","https://www.crunchbase.com/organization/razor-labs","","","","","",""
"","Nuna Inc.","United States","https://www.nuna.com/","North America","Growth","0","0","0","704","273","565","","58328b4a-b255-1d5d-a6a5-8643de0dc37e","https://www.crunchbase.com/organization/nuna-health?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Nuna Inc","","","","",""
"","Robinhood","United States","https://www.robinhood.com/","North America","Mature","0","0","0","704","273","565","","416156d2-f0de-7c42-8303-6eaeab697c26","https://www.crunchbase.com/organization/robinhood?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","","","","","",""
"","Brown And Caldwell","United States","http://www.brownandcaldwell.com/","North America","Unknown","0","0","0","704","273","565","","582d697d-757d-43bb-86af-a1623550f051","https://www.crunchbase.com/organization/brown-and-caldwell?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","","grid.504452.2","","","",""
"","Kcg Holdings, Inc","United States","http://www.kespry.com","North America","Mature","0","0","0","704","273","565","","caf5688e-5d13-a413-f90c-71ff764a4c2f","https://www.crunchbase.com/organization/kespry?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Kcg Holdings, Inc","","","","",""
"","Valero Energy Corp","United States","http://www.valero.com/","North America","Mature","0","0","0","704","273","565","NYQ:VLO, LSE:OLK6, BER:V1L, FRA:1LV, MUN:V1L, NYSE:VLO, STU:V1L, MEX:VLO*, DEU:V1L, DUS:V1L, SAO:VLOE34, ASE:VLO, BRN:V1L","82b40939-e737-210d-a5d1-1f6e09fe3427","https://www.crunchbase.com/organization/valero-energy","Valero; Valero Energy; Valero Energy Corporation","grid.502777.0","4295905198","Pg&E Corporation (Acquired)","",""
"","Activision Blizzard","United States","https://www.activisionblizzard.com/","North America","Mature","0","0","0","704","273","565","NASDAQ:ATVI, LSE:0H8X, FRA:AIY","443b284c-9939-cbaa-e4e0-961b6819ab69","https://www.crunchbase.com/organization/activision?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Activision Blizzard Inc; Blizzard Entertainment, Inc","grid.497037.e","4298036388","","",""
"","Advance Auto Parts","United States","https://shop.advanceautoparts.com/","North America","Mature","0","0","0","704","273","565","NYSE:AAP","4bc99f4b-784a-95a9-825a-aba1c3042c7d","https://www.crunchbase.com/organization/advance-auto-parts","Advance Auto Parts, Inc","","4295901827","","",""
"","AFLAC Inc","United States","https://www.aflac.com/","North America","Mature","0","0","0","704","273","565","NYSE:AFL, LSE:0H68","4ea7d009-4912-c9e6-7b77-9fea82f37788","https://www.crunchbase.com/organization/aflac","Aflac; Aflac Inc; Aflac Incorporated; American Family Life Assurance Company","grid.478362.c","4295903261","","",""
"","Alaska Air Group Inc","United States","http://investor.alaskaair.com/","North America","Mature","0","0","0","704","273","565","NYSE:ALK, LSE:0HC3","fc7c3926-6885-2c89-b3f4-8e1b76f7e43e","https://www.crunchbase.com/organization/alaska-air-group","Alaska Air Group; Alaska Airlines; Alaska Airlines, Inc","","4295903311","","",""
"","Alexandria Real Estate Equities","United States","https://www.are.com/","North America","Mature","0","0","0","704","273","565","NYSE:ARE","2a4dc13e-9440-d599-29d7-b6498ded852a","https://www.crunchbase.com/organization/alexandria-real-estate-equities","Alexandria; Alexandria Real Estate Equities, Inc","","4295903337","Tiaa (Acquired)","",""
"","Alliant Energy Corp","United States","https://www.alliantenergy.com/","North America","Mature","0","0","0","704","273","565","FRA:AY1, LSE:0HCT, NASDAQ:LNT","6e1637a9-e242-e815-0eac-528ff2390546","https://www.crunchbase.com/organization/alliant-energy","Alliant Energy; Alliant Energy Corporation","grid.431131.5","4295911995","","",""
"","Amcor plc","United Kingdom","https://www.amcor.com/","Europe","Mature","0","0","0","704","273","565","ASX:AMC, NYSE:AMCR","19ea5c38-5751-99bb-999e-18e123965b32","https://www.crunchbase.com/organization/amcor-ltd","Amcor; Amcor Ltd","grid.432294.a, grid.432299.7, grid.481569.7","5064691048","","",""
"","Ameren Corp","United States","https://www.ameren.com/","North America","Mature","0","0","0","704","273","565","NYSE:AEE, LSE:0HE2","fa3d8616-afc6-abc5-c103-a7a1074eeb79","https://www.crunchbase.com/organization/ameren","Ameren; Ameren Services","grid.467177.4","4295903332","","",""
"","American Tower Corp.","United States","http://www.americantower.com/","North America","Mature","0","0","0","704","273","565","NYSE:AMT","dde861cb-7911-727f-2961-b01b6fae3ae8","https://www.crunchbase.com/organization/american-tower","American Tower; American Tower Corp; American Tower Corporation; Atc Ip Llc","","4295903388","","",""
"","American Water Works Co Inc","United States","http://amwater.com/","North America","Mature","0","0","0","704","273","565","NYSE:AWK, FRA:AWC, LSE:0HEW","647387a4-790c-bae7-29c5-6381aad79184","https://www.crunchbase.com/organization/american-water-works","American Water; American Water Works; American Water Works Company Inc; American Water Works Company, Inc","grid.450357.0","4295903347","Natural Systems Utilities (Acquired)","",""
"","Apache Corporation","United States","http://www.apachecorp.com/","North America","Mature","0","0","0","704","273","565","NASDAQ:APA","520e7fc0-98d2-5ae2-6505-be23b1ad61a0","https://www.crunchbase.com/organization/apache-corp","Apache; Apache Corp","grid.450440.1","4295903449","","",""
"","Apartment Investment & Management","United States","http://www.aimco.com/","North America","Mature","0","0","0","704","273","565","NYSE:AIV","4bb0ce7a-0aa0-73bc-e695-df0a490c43c4","https://www.crunchbase.com/organization/aimco","AIMCO; Apartment Investment And Management Co; Apartment Investment And Management Company","","4295903453","","",""
"","Atmos Energy","United States","https://www.atmosenergy.com/","North America","Mature","0","0","0","704","273","565","NYSE:ATO","75242e8c-cf94-031a-1712-2e7064526f00","https://www.crunchbase.com/organization/atmos-energy","Atmos Energy Corp; Atmos Energy Corporation; Atmos Energy Marketing; Atmos Energy Marketing Llc","","4295903484","","",""
"","AutoZone Inc","United States","http://www.autozone.com/","North America","Mature","0","0","0","704","273","565","NYSE:AZO, LSE:0HJL","c6593ccf-5245-502c-e1f3-839e22747c12","https://www.crunchbase.com/organization/autozone","Autozone; Autozone, Inc","","4295903490","","",""
"","Avery Dennison Corp","United States","http://www.averydennison.com/","North America","Mature","0","0","0","704","273","565","NYSE:AVY, LSE:0HJR","a3ab8d34-fe25-d08b-4981-1e4880fd3abb","https://www.crunchbase.com/organization/avery-dennison","Avery Dennison; Avery Dennison Corporation","grid.471121.0","4295903492","","",""
"","Booking Holdings Inc","United States","https://www.bookingholdings.com/","North America","Mature","0","0","0","704","273","565","NASDAQ:BKNG, FRA:PCE1, LSE:0W2Y, NASDAQ:PCLN","935f01aa-9de7-9683-827a-c8eac0f9af2d","https://www.crunchbase.com/organization/the-priceline-group","Booking Holdings; Booking Holdings (Nasdaq: Pcln); Booking Holdings, Inc; Priceline Group","","4295914598","","",""
"","BorgWarner","United States","https://www.borgwarner.com/","North America","Mature","0","0","0","704","273","565","NYSE:BWA","869c70b8-6b87-2674-f902-bd8562908cf3","https://www.crunchbase.com/organization/borg-warner-corporation","BorgWarner Inc; Borgwarner Inc","grid.471156.0, grid.474759.c, grid.472801.8, grid.451525.2, grid.499525.6","4295903602","","",""
"","Boston Properties","United States","http://www.bostonproperties.com/","North America","Mature","0","0","0","704","273","565","NYSE:BXP, LSE:0HOX, FRA:BO9","5940fa2c-607e-4bcd-8327-9bdb260a6d04","https://www.crunchbase.com/organization/boston-properties","Boston Properties, Inc; Bxp","","4295903585","","",""
"","Brown-Forman Corp.","United States","https://www.brown-forman.com/","North America","Mature","0","0","0","704","273","565","NYSE:BF.B","be342f3e-4de6-bc42-f17c-dd03d90ef799","https://www.crunchbase.com/organization/brown-forman-corp","Brown-Forman; Brown-Forman And Company; Brown-Forman Corp; Brown-Forman Corporation","","4295905786","","",""
"","C. H. Robinson Worldwide","United States","https://www.chrobinson.com/","North America","Mature","0","0","0","704","273","565","NASDAQ:CHRW","7a79bb67-ba9e-6695-ea98-51143ca8947a","https://www.crunchbase.com/organization/c-h-robinson","C.H. Robinson; C.H. Robinson Worldwide, Inc; C.H. Robinson Worldwide, Inc. (C.H. Robinson); CH Robinson Worldwide Inc","","4295905810","","",""
"","Cabot Oil & Gas","United States","http://www.cabotog.com/","North America","Mature","0","0","0","704","273","565","NYSE:COG","c2c44907-e8bd-aa3c-f748-1ddff178c242","https://www.crunchbase.com/organization/cabot-oil-gas-corporation","Cabot Oil & Gas Corp; Cabot Oil & Gas Corporation","","4295903660","","",""
"","Capri Holdings","United Kingdom","http://www.capriholdings.com/corporate-overview/default.aspx","Europe","Mature","0","0","0","704","273","565","NYSE:CPRI, FRA:MKO","cbb567c7-d632-75a0-330e-d6fafd5caac2","https://www.crunchbase.com/organization/michael-kors-holdings","Capri Holdings Limited; Capri Holdings Ltd; Michael Kors Holdings; Michael Kors Holdings Limited","","5036887325","","",""
"","Carmax Inc","United States","https://www.carmax.com/","North America","Mature","0","0","0","704","273","565","FRA:XA4, LSE:0HTQ, NYSE:KMX","fb76eea2-315b-666d-497e-6fd2c9614d46","https://www.crunchbase.com/organization/carmax","Carmax; Carmax Business Services, Llc","","4295903702","","",""
"","Carnival Corp.","United States","http://www.carnivalcorp.com","North America","Mature","0","0","0","704","273","565","NYSE:CUK, NYSE:CCL, LSE:0EV1","ce58a80c-9c4d-7ba8-95f8-614f1af02802","https://www.crunchbase.com/organization/carnival-corporation","Carnival Corp; Carnival Corporation; Carnival Corporation & Plc","grid.424552.0","4295903693","","",""
"","Cboe Global Markets","United States","http://www.cboe.com/","North America","Mature","0","0","0","704","273","565","EN:0HQN, BATS:CBOE","b435fa2f-358e-4846-8dd8-9c6fe129d58f","https://www.crunchbase.com/organization/bats-global-markets","Cboe; Cboe Exchange, Inc; Cboe Global Markets, Inc","","4296212311","Chicago Board Options Exchange (Acquired)","",""
"","CDW Corp/DE","United States","http://cdw.com/","North America","Mature","0","0","0","704","273","565","NASDAQ:CDW, FRA:CDW","ae883a31-3739-7eb9-4ce0-463ee070ed79","https://www.crunchbase.com/organization/cdw-corporation","CDW; CDW LLC; Cdw Corp; Cdw Corporation","","4295905803","","",""
"","CenterPoint Energy","United States","https://www.centerpointenergy.com/","North America","Mature","0","0","0","704","273","565","FRA:HOU, LSE:0HVF, NYSE:CNP","d6cf8037-5176-0384-6b0a-48559b88f94e","https://www.crunchbase.com/organization/centerpoint-energy","Centerpoint Energy - Always There ®; Centerpoint Energy, Inc","","4295912256","","",""
"","CF Industries Holdings Inc","United States","https://www.cfindustries.com/","North America","Mature","0","0","0","704","273","565","NYSE:CF, LSE:0HQU, FRA:C4F","e32b4bbb-a7bc-c93e-e0bf-706c76718fc2","https://www.crunchbase.com/organization/cf-industries-holdings","CF Industries; Cf; Cf Industries Holdings","","8589934319","","",""
"","Chipotle Mexican Grill","United States","https://www.chipotle.com/","North America","Mature","0","0","0","704","273","565","NYSE:CMG, LSE:0HXW","09dbda1a-ddf6-93a5-4d93-e5bea9fc4c2a","https://www.crunchbase.com/organization/chipotle-mexican-grill","Chipotle; Chipotle Mexican Grill Inc","","4295900112","","",""
"","Cintas Corporation","United States","https://www.cintas.com/","North America","Mature","0","0","0","704","273","565","NASDAQ:CTAS, LSE:0HYJ","ef40ce71-e023-3365-2b89-f2658478f23b","https://www.crunchbase.com/organization/cintas","Cintas; Cintas Corp","","4295905955","","",""
"","The Clorox Company","United States","https://www.thecloroxcompany.com/","North America","Mature","0","0","0","704","273","565","NYSE:CLX, LSE:0I0J, FRA:CXX","459e8095-b488-6a22-0e93-bb13568a47ba","https://www.crunchbase.com/organization/the-clorox-company","Clorox; Clorox Co","grid.480042.a","4295903733","","",""
"","CMS Energy","United States","https://www.cmsenergy.com/","North America","Mature","0","0","0","704","273","565","NYSE:CMS","2324bb91-7955-4d5d-3262-25ee7e46a95b","https://www.crunchbase.com/organization/cms-energy-corporation","CMS Energy Corp; Cms Energy Corporation","","4295903636","","",""
"","Comerica Inc.","United States","https://www.comerica.com/","North America","Mature","0","0","0","704","273","565","NASDAQ:CMA","4fae4543-f47c-f737-3ff4-c6f0e6fb2022","https://www.crunchbase.com/organization/comerica-incorporated","Comerica; Comerica Bank; Comerica Incorporated","","4295903746","","",""
"","Concho Resources","United States","https://www.concho.com/","North America","Mature","0","0","0","704","273","565","FRA:KIJ, LSE:0I2T, NYSE:CXO","bb713142-27e0-c015-2a39-13e9f5e029a1","https://www.crunchbase.com/organization/concho-resources","Concho; Concho Resources Inc; Concho Resources, Inc","","4298010027","Conocophillips (Acquired)","",""
"","Constellation Brands","United States","http://www.cbrands.com/","North America","Mature","0","0","0","704","273","565","NYSE:STZ, LSE:0REP, FRA:CB1A","ffdd1238-07db-9c53-1932-6a77c7402ad8","https://www.crunchbase.com/organization/constellation-brands","Canandaigua Brands; Cbrands; Constellation Brands, Inc","grid.450910.9","4295908564","","",""
"","Copart Inc","United States","https://www.copart.com/","North America","Mature","0","0","0","704","273","565","NASDAQ:CPRT","d6d15316-c3e0-7bd7-76c7-653215af9025","https://www.crunchbase.com/organization/copart","Copart; Copart, Inc","","4295906048","","",""
"","Crown Castle International Corp.","United States","http://www.crowncastle.com/","North America","Mature","0","0","0","704","273","565","NYSE:CCI, FRA:8CW, LSE:0I4W","40b837f4-0e62-adb9-e9e4-6247e18cb638","https://www.crunchbase.com/organization/crown-castle","Crown Castle; Crowncastle","","5043415536","","",""
"","D. R. Horton","United States","https://www.drhorton.com/","North America","Mature","0","0","0","704","273","565","NYSE:DHI, FRA:HO2","5a93c860-7fc4-2a6d-c206-76898dee98c5","https://www.crunchbase.com/organization/d-r-horton?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","D.R. Horton, Inc; Dr Horton","","4295903861","","",""
"","Darden Restaurants","United States","https://www.darden.com","North America","Mature","0","0","0","704","273","565","NYSE:DRI","b1b20792-6fc6-5469-9f3c-59c0ddf91be0","https://www.crunchbase.com/organization/darden-restaurants?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Darden Restaurants, Inc","","4295903847","","",""
